ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
SMR,San Marino,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
STP,São Tomé and Príncipe,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,430.75","3,501.61","3,532.69","3,623.57","3,780.06","3,823.55","3,903.42","3,975.03","3,997.40","4,009.05","4,034.74","4,028.33","4,072.40","4,114.57","4,170.00","4,236.46","4,147.70",2011
STP,São Tomé and Príncipe,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,128.31","1,302.78","1,380.11","1,619.71","1,826.92","1,623.81","1,737.73","1,842.33","1,988.72","2,021.93","2,189.68","2,392.89","2,523.79","2,656.96","2,794.22","2,938.20","3,002.28",2011
STP,São Tomé and Príncipe,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SAU,Saudi Arabia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","43,809.97","46,809.07","47,957.06","47,940.57","49,125.69","49,953.78","49,629.15","48,014.59","48,004.58","47,031.29","44,075.56","44,756.15","45,997.49","46,348.25","46,717.24","47,067.27","47,439.79",2020
SAU,Saudi Arabia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","19,163.34","23,654.86","25,208.17","24,892.98","24,929.32","21,063.32","20,288.90","21,113.96","23,538.94","23,173.84","19,995.70","23,762.42","24,224.38","24,371.81","24,683.31","25,093.98","25,698.57",2020
SAU,Saudi Arabia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SEN,Senegal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,797.11","2,757.08","2,788.67","2,777.11","2,868.32","2,966.46","3,067.67","3,203.91","3,309.49","3,361.46","3,320.68","3,385.33","3,476.20","3,748.22","3,872.51","3,972.07","4,072.78",2019
SEN,Senegal,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,272.62","1,366.53","1,318.61","1,372.69","1,397.02","1,219.37","1,269.55","1,361.22","1,458.73","1,430.21","1,474.02","1,602.90","1,699.40","1,890.98","2,012.74","2,126.07","2,231.18",2019
SEN,Senegal,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SRB,Serbia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,524.33","14,932.56","14,902.91","15,408.77","15,237.76","15,588.00","16,193.00","16,621.47","17,463.78","18,254.98","18,172.85","19,439.11","20,395.36","21,398.76","22,344.09","23,341.73","24,381.56",2020
SRB,Serbia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,677.55","6,814.65","6,016.79","6,757.47","6,603.50","5,588.98","5,765.20","6,292.55","7,252.40","7,391.84","7,645.79","8,793.84","9,560.92","10,421.80","11,278.83","12,235.27","13,228.98",2020
SRB,Serbia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SYC,Seychelles,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,942.48","22,656.71","23,261.06","24,209.66","24,916.00","25,638.73","26,580.63","27,711.69","27,772.39","28,036.58","24,227.78","25,678.10","27,408.43","29,004.77","30,180.09","31,412.44","32,626.76",2015
SYC,Seychelles,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,805.10","11,647.02","11,999.90","14,762.22","14,701.37","14,786.12","15,199.21","16,180.94","16,143.37","16,389.25","11,701.89","13,140.37","17,706.04","19,463.21","21,089.79","22,897.99","24,945.34",2015
SYC,Seychelles,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SLE,Sierra Leone,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,406.18","1,461.32","1,645.68","1,942.84","1,987.01","1,545.72","1,608.74","1,633.73","1,654.60","1,709.30","1,637.78","1,655.39","1,716.81","1,754.86","1,802.82","1,850.82","1,889.66",2017
SLE,Sierra Leone,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",401.835,448.324,566.37,716.148,713.53,592.903,525.948,495.812,533.972,527.171,526.723,541.063,551.691,545.336,548.339,560.363,578.459,2017
SLE,Sierra Leone,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SGP,Singapore,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","78,294.03","81,538.37","83,112.01","85,732.80","87,959.42","89,519.74","91,307.50","95,350.44","98,222.85","98,411.58","93,397.05","98,535.68","101,202.59","103,448.14","105,653.69","107,742.08","109,911.31",2020
SGP,Singapore,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","47,236.67","53,891.46","55,547.55","56,967.43","57,564.80","55,645.61","56,846.27","61,175.44","66,675.77","65,641.31","59,794.60","66,263.42","69,129.04","72,492.13","75,869.29","79,169.49","82,521.65",2020
SGP,Singapore,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SVK,Slovak Republic,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","26,113.71","26,847.09","27,296.15","27,445.00","28,143.43","29,469.09","30,070.38","30,917.61","32,000.31","32,760.06","31,159.95","32,529.58","34,176.39","35,611.53","36,778.72","37,869.78","38,816.94",2019
SVK,Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,783.99","18,402.63","17,502.51","18,274.09","18,713.36","16,326.59","16,529.16","17,553.89","19,395.85","19,288.57","19,144.92","21,383.29","23,323.33","25,146.38","26,830.34","28,486.60","30,017.18",2019
SVK,Slovak Republic,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.859,-2.31,-2.501,-2.868,-1.507,1.19,1.27,1.461,1.476,0.982,-4.586,-2.568,-0.915,n/a,n/a,n/a,n/a,2019
SVN,Slovenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","33,526.66","33,762.43","32,786.39","32,396.57","33,256.78","33,962.30","35,023.93","36,680.19","38,284.09","39,262.17","37,333.29","39,538.24","41,217.70","42,671.89","43,947.67","45,243.37","46,577.41",2020
SVN,Slovenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","23,570.18","25,156.07","22,674.37","23,516.59","24,263.90","20,898.86","21,681.28","23,511.32","26,217.34","26,039.10","25,548.77","28,939.27","31,025.51","33,172.85","35,312.34","37,544.96","39,807.17",2020
SVN,Slovenia,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.019,0.607,-1.95,-2.954,-2.265,-1.849,-0.199,-0.042,0.315,0.723,-2.917,0.121,0.86,n/a,n/a,n/a,n/a,2020
SLB,Solomon Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,180.84","2,280.31","2,262.08","2,319.00","2,280.51","2,251.32","2,320.75","2,381.01","2,411.14","2,378.38","2,226.65","2,205.49","2,252.85","2,303.51","2,329.06","2,346.27","2,362.42",2015
SLB,Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,604.15","1,938.79","2,141.92","2,248.69","2,278.42","2,174.31","2,229.57","2,291.68","2,398.81","2,356.62","2,281.35","2,356.51","2,514.94","2,698.58","2,839.44","2,955.27","3,072.23",2015
SLB,Solomon Islands,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,939.583,930.084,925.147,930.181,930.128,916.435,915.544,915.544,883.514,872.352,880.503,886.493,895.108,905.546,917.867,2013
SOM,Somalia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,301.676,316.021,312.727,310.457,312.857,326.515,327.321,346.156,331.637,350.361,369.62,403.277,437.788,464.394,490.693,2013
SOM,Somalia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ZAF,South Africa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","13,589.00","13,804.42","13,921.30","14,049.39","14,033.16","14,004.89","13,886.18","13,838.85","13,840.85","13,659.41","12,599.27","13,030.51","13,111.42","13,095.27","13,066.25","13,037.28","13,008.38",2020
ZAF,South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,130.19","8,799.48","8,207.06","7,458.04","6,984.93","6,256.67","5,750.79","6,678.29","6,984.47","6,598.88","5,624.50","6,861.17","7,081.87","7,270.27","7,450.59","7,627.63","8,162.35",2020
ZAF,South Africa,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,"2,077.08",954.343,"1,194.58","1,191.75","1,154.53",970.485,888.762,845.389,827.106,750.108,767.786,794.443,815.093,828.743,842.123,854.403,2008
SSD,South Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,"1,644.74","1,041.46","1,337.23","1,334.09","1,245.68",286.208,277.692,359.062,343.006,322.201,230.132,313.592,389.665,388.388,377.554,440.621,2008
SSD,South Sudan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
ESP,Spain,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","37,374.73","36,932.70","35,817.26","35,433.70","36,030.07","37,448.75","38,549.55","39,626.47","40,364.12","40,875.30","36,446.87","38,502.47","40,785.34","41,684.39","42,340.06","42,851.89","43,353.41",2020
ESP,Spain,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","30,566.88","31,676.69","28,344.78","29,084.96","29,524.76","25,764.22","26,535.55","28,196.76","30,423.17","29,576.25","27,179.45","30,536.86","33,171.17","34,906.78","36,508.45","37,985.71","39,389.01",2020
ESP,Spain,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.937,-4.251,-7.553,-8.95,-7.788,-4.783,-2.776,-1.075,-0.03,0.539,-8.512,-5.37,-1.044,n/a,n/a,n/a,n/a,2020
LKA,Sri Lanka,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","9,126.87","9,827.54","10,712.40","10,990.07","11,428.11","11,890.52","12,287.47","12,584.10","12,860.32","13,070.13","12,536.37","12,924.26","13,278.96","13,725.62","14,217.47","14,727.57","15,256.17",2019
LKA,Sri Lanka,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,799.96","3,199.48","3,347.89","3,607.15","3,817.13","3,841.52","3,885.76","4,076.75","4,057.33","3,851.67","3,681.55","3,665.77","3,760.38","3,991.48","4,240.87","4,505.44","4,786.45",2019
LKA,Sri Lanka,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
KNA,St. Kitts and Nevis,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","22,470.98","22,587.96","22,221.24","23,233.74","24,731.43","24,656.76","25,360.27","25,340.71","25,754.15","26,718.42","22,637.08","22,178.57","24,150.33","25,125.45","25,561.65","25,974.13","26,405.67",2015
KNA,St. Kitts and Nevis,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","15,136.91","16,076.85","15,710.51","16,464.04","17,753.63","17,654.13","18,397.05","19,144.10","19,269.74","20,602.48","17,173.24","16,917.16","18,728.92","19,655.86","20,336.16","21,004.13","21,773.21",2015
KNA,St. Kitts and Nevis,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
LCA,St. Lucia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,693.59","15,253.70","15,042.73","14,571.09","14,600.76","14,433.87","14,844.64","15,236.05","15,559.54","15,452.24","12,227.02","12,572.67","14,135.66","15,289.00","15,798.34","15,976.04","16,108.82",2015
LCA,St. Lucia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,968.07","9,424.95","9,495.19","9,756.13","10,172.81","10,386.82","10,610.41","11,262.04","11,556.67","11,782.75","8,934.70","9,419.27","10,905.01","12,026.90","12,676.12","13,075.08","13,447.42",2015
LCA,St. Lucia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","11,323.24","11,264.50","11,408.78","11,606.29","11,735.46","11,879.69","12,093.01","12,201.78","12,453.27","12,507.27","12,088.35","11,342.96","12,275.56","13,010.84","13,550.26","13,984.25","14,347.50",2016
VCT,St. Vincent and the Grenadines,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,224.22","6,171.48","6,318.54","6,569.79","6,622.44","6,867.52","7,033.49","7,187.49","7,353.64","7,470.71","7,304.34","6,952.24","7,720.92","8,378.19","8,915.71","9,388.17","9,829.00",2016
VCT,St. Vincent and the Grenadines,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SDN,Sudan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,138.19","6,110.87","4,725.34","4,670.09","4,740.23","4,686.60","4,706.50","4,602.32","4,350.73","4,134.13","3,883.11","3,818.77","3,852.27","3,942.38","4,092.24","4,259.76","4,421.68",2011
SDN,Sudan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,637.42","2,034.46","1,396.29","1,462.58","1,628.50","1,679.07","1,638.51","1,172.97",796.298,776.549,775.635,789.448,809.088,841.11,889.609,944.043,998.771,2011
SDN,Sudan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","18,767.95","19,543.73","20,006.78","20,271.89","20,012.37","19,038.95","17,837.44","17,879.62","18,551.30","18,507.19","15,446.06","15,367.36","15,417.18","15,546.39","15,617.33","15,630.23","15,599.34",2020
SUR,Suriname,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,806.02","8,770.29","9,844.75","10,013.73","10,042.68","9,036.35","5,761.78","6,156.46","6,772.07","6,662.87","4,786.83","4,620.40","4,759.46","4,986.29","5,175.62","5,364.20","5,561.57",2020
SUR,Suriname,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SWE,Sweden,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","48,326.19","49,516.52","48,848.98","48,973.22","49,746.20","51,432.47","51,740.38","52,413.09","52,860.88","53,402.35","51,650.98","52,549.75","53,809.49","54,813.85","55,399.25","56,033.87","56,682.60",2020
SWE,Sweden,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","52,658.79","60,540.22","57,816.02","60,845.01","59,704.81","51,274.28","51,590.47","53,459.07","54,295.73","51,694.50","52,129.13","58,639.19","61,680.60","65,769.75","68,523.93","72,034.54","75,506.93",2020
SWE,Sweden,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.05,0.601,-1.304,-2.046,-1.187,0.833,0.308,1.352,1.86,2.256,-1.133,-0.637,-0.384,n/a,n/a,n/a,n/a,2020
CHE,Switzerland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","66,533.76","67,087.97","67,259.35","67,791.50","68,572.33","68,862.25","69,480.81","69,851.70","71,363.88","71,736.65","69,443.10","71,480.02","73,070.93","73,557.87","74,324.48","74,656.45","75,434.50",2020
CHE,Switzerland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","77,431.92","91,699.23","87,037.30","88,721.54","90,258.36","85,238.52","83,515.54","83,700.47","86,762.02","85,721.73","87,366.60","93,515.48","98,770.71","102,030.38","106,657.09","110,400.08","115,413.44",2020
CHE,Switzerland,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
SYR,Syria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,,,,,,,,,,,,,,,,,,
SYR,Syria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,806.69",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
SYR,Syria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TWN,Taiwan Province of China,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","40,521.89","41,897.10","42,660.86","43,612.48","45,553.26","46,106.21","47,008.92","48,500.85","49,815.03","51,260.91","52,955.68","56,160.76","58,141.21","59,767.40","61,216.11","62,599.75","64,014.62",2020
TWN,Taiwan Province of China,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","19,181.36","20,838.59","21,256.36","21,945.46","22,844.32","22,752.99","23,070.73","25,061.62","25,825.57","25,935.90","28,358.30","33,401.71","36,227.09","38,396.98","40,749.60","42,801.84","44,978.60",2020
TWN,Taiwan Province of China,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TJK,Tajikistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,232.21","2,343.93","2,463.27","2,586.43","2,698.69","2,798.41","2,927.69","3,070.05","3,226.93","3,399.97","3,484.25","3,589.74","3,682.88","3,762.45","3,845.81","3,933.06","4,024.34",2014
TJK,Tajikistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",738.287,834.52,949.648,"1,040.15","1,105.20",919.073,795.981,800.802,825.77,873.499,843.974,839.18,890.169,929.2,968.773,"1,013.32","1,050.58",2014
TJK,Tajikistan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TZA,Tanzania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,989.22","2,084.10","2,127.00","2,204.25","2,283.08","2,352.07","2,439.36","2,527.81","2,624.35","2,725.39","2,773.72","2,801.80","2,859.74","2,929.75","3,010.54","3,099.12","3,189.42",2012
TZA,Tanzania,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",732.315,768.16,867.857,970.348,"1,030.74",947.897,966.29,"1,002.87","1,036.93","1,079.68","1,110.37","1,159.19","1,211.77","1,264.24","1,321.45","1,383.63","1,448.61",2012
TZA,Tanzania,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
THA,Thailand,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,399.05","14,450.48","15,424.54","15,767.36","15,854.13","16,285.39","16,782.10","17,422.95","18,095.74","18,453.47","17,284.70","17,412.96","18,157.02","18,861.68","19,514.07","20,178.52","20,885.88",2019
THA,Thailand,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,073.71","5,493.74","5,862.99","6,168.71","5,952.38","5,837.81","5,995.21","6,596.22","7,293.89","7,816.23","7,187.86","7,808.66","8,356.18","8,791.91","9,316.65","9,869.30","10,441.09",2019
THA,Thailand,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TLS,Timor-Leste,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,930.05","3,045.46","3,172.28","3,182.53","3,264.56","3,297.89","3,344.57","3,145.48","3,051.67","3,552.60","3,181.50","2,842.13","2,860.55","2,855.85","2,832.98","2,860.47","2,894.76",2019
TLS,Timor-Leste,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",806.413,947.511,"1,013.04","1,210.04","1,232.45","1,332.79","1,353.75","1,286.41","1,230.23","1,560.51","1,347.86","1,262.72","1,301.32","1,344.33","1,384.54","1,453.89","1,530.18",2019
TLS,Timor-Leste,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TGO,Togo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,625.03","1,683.35","1,746.35","1,804.85","1,862.61","1,919.73","1,976.81","2,012.24","2,061.15","2,121.25","2,106.38","2,153.66","2,225.84","2,304.55","2,390.55","2,484.42","2,581.97",2016
TGO,Togo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",721.037,791.925,771.891,838.357,864.996,770.358,802.935,830.452,901.932,893.161,915.625,"1,000.44","1,075.57","1,151.57","1,230.43","1,312.32","1,394.90",2016
TGO,Togo,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TON,Tonga,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,633.33","4,926.62","4,965.51","5,007.27","5,135.27","5,222.83","5,622.41","5,813.06","5,837.96","5,888.07","5,934.07","5,821.34","5,997.35","6,226.60","6,423.18","6,562.59","6,691.27",2020
TON,Tonga,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,569.10","4,014.77","4,557.28","4,386.11","4,303.82","4,298.22","4,178.29","4,577.00","4,836.44","5,150.55","4,978.80","5,009.78","5,398.00","5,700.37","6,034.76","6,332.73","6,668.22",2020
TON,Tonga,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","29,423.11","29,190.08","28,798.41","29,246.90","28,796.46","29,053.17","27,281.75","26,342.58","26,250.32","25,827.83","23,722.46","23,359.01","24,498.19","24,880.09","25,148.40","25,421.30","25,703.27",2019
TTO,Trinidad and Tobago,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","16,957.43","19,300.83","19,157.45","20,143.46","20,270.95","18,214.37","16,256.46","16,173.66","17,037.95","16,637.11","15,424.82","15,352.72","16,323.03","16,805.62","17,220.62","17,647.04","18,088.33",2019
TTO,Trinidad and Tobago,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TUN,Tunisia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,063.61","9,759.15","10,041.33","10,204.79","10,376.10","10,378.12","10,386.28","10,467.26","10,634.31","10,625.59","9,615.15","9,810.10","10,045.69","10,208.69","10,357.92","10,502.96","10,650.58",2019
TUN,Tunisia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,140.47","4,256.84","4,137.57","4,198.85","4,274.47","3,829.50","3,665.68","3,436.20","3,442.70","3,324.13","3,294.88","3,555.59","3,747.54","3,916.28","4,094.26","4,257.46","4,399.40",2019
TUN,Tunisia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TUR,Turkey,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","19,804.92","21,728.07","22,496.66","24,074.30","24,929.24","26,095.08","26,599.44","28,242.49","28,660.97","28,515.69","28,867.79","31,079.72","31,726.14","32,410.04","33,102.11","33,829.45","34,586.27",2020
TUR,Turkey,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,533.45","11,221.40","11,637.92","12,488.97","12,079.29","10,973.59","10,891.19","10,628.90","9,508.00","9,145.77","8,610.03","9,406.58","9,863.96","10,922.67","12,110.44","13,445.84","14,906.40",2020
TUR,Turkey,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,
TKM,Turkmenistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","14,158.69","15,832.42","16,579.91","16,351.78","16,786.72","16,743.48","15,741.97","15,631.07","15,673.52","14,249.69","13,569.21","14,044.41","14,136.91","14,239.06","14,352.24","14,473.27","14,602.30",2004
